city,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,snowfall_sum,windspeed_10m_max,windgusts_10m_max,cloudcover_mean,weathercode,country,continent,latitude,longitude,coastal_city,date,month,day_of_week,day_of_year,week_of_year,is_weekend,season,temp_range,heavy_rain_flag,heatwave_flag,high_wind_flag,temp_lag_1,temp_lag_7,temp_7d_avg,precip_7d_sum
Sao_Paulo,25.2,18.5,20.8,28.5,19.5,14.1,14.1,0.0,14.6,40.0,82,65,Brazil,South America,-23.5505,-46.6333,0,2026-04-09,4,3,99,15,0,Spring,6.699999999999999,0,0,0,22.1,21.7,21.957142857142856,33.2
Sao_Paulo,21.0,16.8,18.3,21.7,16.8,1.5,1.5,0.0,10.3,30.2,88,53,Brazil,South America,-23.5505,-46.6333,0,2026-04-10,4,4,100,15,0,Spring,4.199999999999999,0,0,0,20.8,22.5,21.357142857142858,34.2
Sao_Paulo,24.8,15.1,18.6,25.8,15.1,0.0,0.0,0.0,14.5,36.7,17,3,Brazil,South America,-23.5505,-46.6333,0,2026-04-11,4,5,101,15,1,Spring,9.7,0,0,0,18.3,22.3,20.82857142857143,27.3
Sao_Paulo,26.4,14.6,19.4,28.0,14.3,0.0,0.0,0.0,12.1,33.1,56,3,Brazil,South America,-23.5505,-46.6333,0,2026-04-12,4,6,102,15,1,Spring,11.8,0,0,0,18.6,21.6,20.514285714285712,26.9
Sao_Paulo,27.5,17.0,21.0,28.9,18.1,0.1,0.1,0.0,12.7,33.1,100,51,Brazil,South America,-23.5505,-46.6333,0,2026-04-13,4,0,103,16,0,Spring,10.5,0,0,0,19.4,22.2,20.342857142857145,26.5
Sao_Paulo,26.9,16.5,20.3,27.4,17.5,0.0,0.0,0.0,14.8,39.6,31,3,Brazil,South America,-23.5505,-46.6333,0,2026-04-14,4,1,104,16,0,Spring,10.4,0,0,0,21.0,22.2,20.071428571428573,17.3
Sao_Paulo,26.9,14.8,20.1,26.5,15.1,0.0,0.0,0.0,10.8,28.8,29,3,Brazil,South America,-23.5505,-46.6333,0,2026-04-15,4,2,105,16,0,Spring,12.099999999999998,0,0,0,20.3,22.1,19.785714285714285,15.7
Sao_Paulo,28.0,15.7,21.2,29.8,15.9,0.0,0.0,0.0,10.3,26.3,64,3,Brazil,South America,-23.5505,-46.6333,0,2026-04-16,4,3,106,16,0,Spring,12.3,0,0,0,20.1,20.8,19.842857142857145,1.6
Sao_Paulo,29.5,15.5,23.1,29.9,16.7,0.0,0.0,0.0,9.5,29.9,28,3,Brazil,South America,-23.5505,-46.6333,0,2026-04-17,4,4,107,16,0,Spring,14.0,0,0,0,21.2,18.3,20.52857142857143,0.1
Sao_Paulo,27.6,19.7,23.1,28.5,19.7,3.1,3.1,0.0,14.4,47.9,34,61,Brazil,South America,-23.5505,-46.6333,0,2026-04-18,4,5,108,16,1,Spring,7.900000000000002,0,0,0,23.1,18.6,21.17142857142857,3.2
Sao_Paulo,28.6,18.0,21.9,29.2,19.4,0.0,0.0,0.0,13.3,38.2,18,3,Brazil,South America,-23.5505,-46.6333,0,2026-04-19,4,6,109,16,1,Spring,10.6,0,0,0,23.1,19.4,21.52857142857143,3.2
Sao_Paulo,26.9,15.9,20.0,27.2,16.7,0.0,0.0,0.0,11.2,33.5,48,3,Brazil,South America,-23.5505,-46.6333,0,2026-04-20,4,0,110,17,0,Spring,10.999999999999998,0,0,0,21.9,21.0,21.385714285714283,3.1
Sao_Paulo,26.4,14.1,19.2,26.7,14.0,0.0,0.0,0.0,12.6,36.0,51,3,Brazil,South America,-23.5505,-46.6333,0,2026-04-21,4,1,111,17,0,Spring,12.3,0,0,0,20.0,20.3,21.22857142857143,3.1
Sao_Paulo,27.3,15.9,20.4,28.7,16.0,0.0,0.0,0.0,13.0,33.5,55,3,Brazil,South America,-23.5505,-46.6333,0,2026-04-22,4,2,112,17,0,Spring,11.4,0,0,0,19.2,20.1,21.27142857142857,3.1
Sao_Paulo,27.1,17.0,20.4,27.3,17.5,0.0,0.0,0.0,12.7,33.8,50,3,Brazil,South America,-23.5505,-46.6333,0,2026-04-23,4,3,113,17,0,Spring,10.1,0,0,0,20.4,21.2,21.15714285714285,3.1
Sao_Paulo,29.1,16.8,22.0,29.5,17.2,0.0,0.0,0.0,10.3,25.9,45,3,Brazil,South America,-23.5505,-46.6333,0,2026-04-24,4,4,114,17,0,Spring,12.3,0,0,0,20.4,23.1,21.0,3.1
Sao_Paulo,28.8,18.7,23.7,28.4,18.8,0.0,0.0,0.0,16.6,43.9,4,0,Brazil,South America,-23.5505,-46.6333,0,2026-04-25,4,5,115,17,1,Spring,10.1,0,0,0,22.0,23.1,21.085714285714285,0.0
Sao_Paulo,29.9,18.8,24.7,29.7,19.8,0.0,0.0,0.0,17.1,46.4,21,3,Brazil,South America,-23.5505,-46.6333,0,2026-04-26,4,6,116,17,1,Spring,11.099999999999998,0,0,0,23.7,21.9,21.485714285714284,0.0
Sao_Paulo,27.8,20.0,23.0,28.0,21.7,14.3,14.3,0.0,16.2,46.4,94,63,Brazil,South America,-23.5505,-46.6333,0,2026-04-27,4,0,117,18,0,Spring,7.800000000000001,0,0,0,24.7,20.0,21.91428571428571,14.3
Sao_Paulo,27.0,19.1,21.4,30.1,21.4,12.2,12.2,0.0,10.6,32.4,86,63,Brazil,South America,-23.5505,-46.6333,0,2026-04-28,4,1,118,18,0,Spring,7.899999999999999,0,0,0,23.0,19.2,22.228571428571428,26.5
Sao_Paulo,28.5,17.7,21.3,30.9,19.0,15.4,15.4,0.0,13.7,29.9,97,63,Brazil,South America,-23.5505,-46.6333,0,2026-04-29,4,2,119,18,0,Spring,10.8,0,0,0,21.4,20.4,22.357142857142858,41.9
Sao_Paulo,27.4,17.2,20.3,29.6,18.1,3.3,3.3,0.0,14.2,36.7,96,61,Brazil,South America,-23.5505,-46.6333,0,2026-04-30,4,3,120,18,0,Spring,10.2,0,0,0,21.3,20.4,22.342857142857135,45.2
Sao_Paulo,26.5,18.1,21.5,28.7,19.8,0.6,0.6,0.0,10.2,26.3,81,51,Brazil,South America,-23.5505,-46.6333,0,2026-05-01,5,4,121,18,0,Spring,8.399999999999999,0,0,0,20.3,22.0,22.27142857142857,45.8
Sao_Paulo,27.5,19.0,22.2,27.6,20.1,0.2,0.2,0.0,15.5,40.3,88,51,Brazil,South America,-23.5505,-46.6333,0,2026-05-02,5,5,122,18,1,Spring,8.5,0,0,0,21.5,23.7,22.057142857142857,46.0
Sao_Paulo,19.9,15.3,17.4,21.0,14.8,1.7,1.7,0.0,15.2,38.5,97,53,Brazil,South America,-23.5505,-46.6333,0,2026-05-03,5,6,123,18,1,Spring,4.599999999999998,0,0,0,22.2,24.7,21.01428571428572,47.7
Sao_Paulo,25.0,14.2,19.0,26.3,14.0,2.2,2.2,0.0,13.9,32.4,47,55,Brazil,South America,-23.5505,-46.6333,0,2026-05-04,5,0,124,19,0,Spring,10.8,0,0,0,17.4,23.0,20.442857142857143,35.6
Sao_Paulo,27.3,16.1,21.7,30.0,17.2,0.0,0.0,0.0,7.2,15.1,14,2,Brazil,South America,-23.5505,-46.6333,0,2026-05-05,5,1,125,19,0,Spring,11.2,0,0,0,19.0,21.4,20.485714285714288,23.4
Seoul,-3.2,-8.5,-5.7,-8.3,-14.0,0.0,0.0,0.0,14.3,32.8,0,0,South Korea,Asia,37.5665,126.978,1,2026-01-08,1,3,8,2,0,Winter,5.3,0,0,0,-1.3,-8.2,-4.185714285714285,0.0
Seoul,3.0,-7.7,-1.9,-0.9,-12.0,0.1,0.1,0.0,11.4,24.5,63,51,South Korea,Asia,37.5665,126.978,1,2026-01-09,1,4,9,2,0,Winter,10.7,0,0,0,-5.7,-9.2,-3.142857142857143,0.1
Seoul,4.1,-5.0,0.7,-1.3,-11.5,7.1,4.1,2.1,31.5,73.4,59,75,South Korea,Asia,37.5665,126.978,1,2026-01-10,1,5,10,2,1,Winter,9.1,0,0,0,-1.9,-5.8,-2.214285714285714,7.199999999999999
Seoul,-5.0,-9.5,-7.3,-11.5,-14.9,0.0,0.0,0.0,20.4,51.1,8,2,South Korea,Asia,37.5665,126.978,1,2026-01-11,1,6,11,2,1,Winter,4.5,0,0,0,0.7,-1.4,-3.057142857142857,7.199999999999999
Seoul,0.2,-10.7,-5.6,-3.7,-15.4,3.1,0.0,2.17,11.9,24.5,78,75,South Korea,Asia,37.5665,126.978,1,2026-01-12,1,0,12,3,0,Winter,10.9,0,0,0,-7.3,-2.9,-3.442857142857143,10.3
Seoul,0.9,-8.4,-4.1,-3.1,-13.3,0.2,0.1,0.07,20.4,49.0,10,71,South Korea,Asia,37.5665,126.978,1,2026-01-13,1,1,13,3,0,Winter,9.3,0,0,0,-5.6,-3.0,-3.6000000000000005,10.5
Seoul,-0.3,-10.6,-5.3,-4.7,-14.8,0.2,0.2,0.0,11.4,23.4,35,51,South Korea,Asia,37.5665,126.978,1,2026-01-14,1,2,14,3,0,Winter,10.3,0,0,0,-4.1,-1.3,-4.171428571428572,10.7
Seoul,7.2,-1.4,2.1,4.4,-5.3,0.0,0.0,0.0,10.6,24.5,75,3,South Korea,Asia,37.5665,126.978,1,2026-01-15,1,3,15,3,0,Winter,8.6,0,0,0,-5.3,-5.7,-3.0571428571428574,10.7
Seoul,6.2,-1.7,0.9,4.0,-4.4,0.0,0.0,0.0,8.3,18.7,71,3,South Korea,Asia,37.5665,126.978,1,2026-01-16,1,4,16,3,0,Winter,7.9,0,0,0,2.1,-1.9,-2.657142857142857,10.6
Seoul,1.8,-5.7,-1.7,-2.0,-10.0,0.0,0.0,0.0,12.1,25.9,5,3,South Korea,Asia,37.5665,126.978,1,2026-01-17,1,5,17,3,1,Winter,7.5,0,0,0,0.9,0.7,-3.0,3.5
Seoul,3.2,-4.3,-1.0,-0.8,-8.2,0.8,0.0,0.56,7.0,16.9,75,73,South Korea,Asia,37.5665,126.978,1,2026-01-18,1,6,18,3,1,Winter,7.5,0,0,0,-1.7,-7.3,-2.1,4.3
Seoul,-0.9,-10.5,-4.7,-4.4,-16.6,2.4,0.1,1.61,18.2,42.8,72,73,South Korea,Asia,37.5665,126.978,1,2026-01-19,1,0,19,4,0,Winter,9.6,0,0,0,-1.0,-5.6,-1.9714285714285715,3.6
Seoul,-5.8,-13.8,-10.4,-11.1,-18.4,0.0,0.0,0.0,14.3,34.2,45,3,South Korea,Asia,37.5665,126.978,1,2026-01-20,1,1,20,4,0,Winter,8.0,0,0,0,-4.7,-4.1,-2.8714285714285714,3.4
Seoul,-7.2,-14.2,-11.0,-13.2,-19.6,0.0,0.0,0.0,16.1,42.5,1,0,South Korea,Asia,37.5665,126.978,1,2026-01-21,1,2,21,4,0,Winter,6.999999999999999,0,0,0,-10.4,-5.3,-3.6857142857142855,3.2
Seoul,-6.2,-14.8,-10.6,-12.0,-20.5,0.0,0.0,0.0,15.4,40.3,1,0,South Korea,Asia,37.5665,126.978,1,2026-01-22,1,3,22,4,0,Winter,8.600000000000001,0,0,0,-11.0,2.1,-5.5,3.2
Seoul,-2.2,-13.2,-8.0,-6.8,-17.5,0.8,0.0,0.56,5.5,18.0,36,73,South Korea,Asia,37.5665,126.978,1,2026-01-23,1,4,23,4,0,Winter,11.0,0,0,0,-10.6,0.9,-6.771428571428571,4.0
Seoul,-3.6,-12.6,-7.3,-9.2,-17.6,0.0,0.0,0.0,14.8,37.4,5,2,South Korea,Asia,37.5665,126.978,1,2026-01-24,1,5,24,4,1,Winter,9.0,0,0,0,-8.0,-1.7,-7.571428571428571,4.0
Seoul,-3.8,-12.2,-8.2,-9.0,-17.1,0.0,0.0,0.0,11.4,31.0,16,3,South Korea,Asia,37.5665,126.978,1,2026-01-25,1,6,25,4,1,Winter,8.399999999999999,0,0,0,-7.3,-1.0,-8.6,3.2
Seoul,-2.5,-11.4,-7.2,-7.0,-15.2,0.0,0.0,0.0,6.6,21.2,83,3,South Korea,Asia,37.5665,126.978,1,2026-01-26,1,0,26,5,0,Winter,8.9,0,0,0,-8.2,-4.7,-8.957142857142857,0.8
Seoul,-1.8,-8.9,-5.7,-7.3,-14.1,0.0,0.0,0.0,14.3,37.4,19,3,South Korea,Asia,37.5665,126.978,1,2026-01-27,1,1,27,5,0,Winter,7.1000000000000005,0,0,0,-7.2,-10.4,-8.285714285714286,0.8
Seoul,-2.5,-10.7,-6.8,-8.1,-16.1,0.0,0.0,0.0,14.1,38.9,0,0,South Korea,Asia,37.5665,126.978,1,2026-01-28,1,2,28,5,0,Winter,8.2,0,0,0,-5.7,-11.0,-7.685714285714286,0.8
Seoul,-1.9,-10.6,-6.6,-7.7,-15.1,0.0,0.0,0.0,15.3,38.5,16,3,South Korea,Asia,37.5665,126.978,1,2026-01-29,1,3,29,5,0,Winter,8.7,0,0,0,-6.8,-10.6,-7.114285714285714,0.8
Seoul,-3.7,-11.4,-7.8,-9.0,-16.6,0.0,0.0,0.0,10.7,29.5,47,3,South Korea,Asia,37.5665,126.978,1,2026-01-30,1,4,30,5,0,Winter,7.7,0,0,0,-6.6,-8.0,-7.085714285714286,0.0
Seoul,-0.6,-12.1,-6.4,-5.7,-16.0,0.0,0.0,0.0,10.8,30.2,24,3,South Korea,Asia,37.5665,126.978,1,2026-01-31,1,5,31,5,1,Winter,11.5,0,0,0,-7.8,-7.3,-6.957142857142857,0.0
Seoul,0.6,-8.8,-3.8,-4.7,-12.7,0.1,0.0,0.07,12.6,34.9,40,71,South Korea,Asia,37.5665,126.978,1,2026-02-01,2,6,32,5,1,Winter,9.4,0,0,0,-6.4,-8.2,-6.328571428571428,0.1
Seoul,-0.5,-6.7,-3.5,-5.6,-10.7,1.3,0.0,0.91,13.2,32.8,28,73,South Korea,Asia,37.5665,126.978,1,2026-02-02,2,0,33,6,0,Winter,6.2,0,0,0,-3.8,-7.2,-5.799999999999999,1.4
Seoul,3.0,-8.9,-3.2,-1.4,-12.6,0.0,0.0,0.0,11.0,28.8,20,3,South Korea,Asia,37.5665,126.978,1,2026-02-03,2,1,34,6,0,Winter,11.9,0,0,0,-3.5,-5.7,-5.442857142857143,1.4
Seoul,5.7,-2.3,0.8,2.3,-6.2,0.0,0.0,0.0,9.2,26.6,69,3,South Korea,Asia,37.5665,126.978,1,2026-02-04,2,2,35,6,0,Winter,8.0,0,0,0,-3.2,-6.8,-4.357142857142857,1.4
Seoul,7.4,-3.0,1.7,3.6,-8.5,0.0,0.0,0.0,16.3,38.5,84,3,South Korea,Asia,37.5665,126.978,1,2026-02-05,2,3,36,6,0,Winter,10.4,0,0,0,0.8,-6.6,-3.1714285714285717,1.4
Seoul,-3.8,-9.8,-6.7,-9.3,-15.5,0.0,0.0,0.0,17.0,40.3,80,3,South Korea,Asia,37.5665,126.978,1,2026-02-06,2,4,37,6,0,Winter,6.000000000000001,0,0,0,1.7,-7.8,-3.0142857142857147,1.4
Seoul,-5.1,-11.0,-8.7,-11.1,-16.5,0.0,0.0,0.0,18.7,44.6,29,3,South Korea,Asia,37.5665,126.978,1,2026-02-07,2,5,38,6,1,Winter,5.9,0,0,0,-6.7,-6.4,-3.3428571428571425,1.4
Seoul,-4.8,-13.2,-9.1,-10.5,-19.0,0.0,0.0,0.0,15.8,36.7,0,0,South Korea,Asia,37.5665,126.978,1,2026-02-08,2,6,39,6,1,Winter,8.399999999999999,0,0,0,-8.7,-3.8,-4.1,1.3
Seoul,1.2,-11.0,-5.2,-2.8,-15.1,0.0,0.0,0.0,9.1,25.6,11,3,South Korea,Asia,37.5665,126.978,1,2026-02-09,2,0,40,7,0,Winter,12.2,0,0,0,-9.1,-3.5,-4.342857142857143,0.0
Seoul,4.7,-3.2,-0.5,1.3,-7.4,0.6,0.3,0.21,8.3,28.8,100,71,South Korea,Asia,37.5665,126.978,1,2026-02-10,2,1,41,7,0,Winter,7.9,0,0,0,-5.2,-3.2,-3.957142857142857,0.6
Seoul,5.2,-1.8,1.1,1.0,-4.9,0.0,0.0,0.0,12.1,29.5,65,3,South Korea,Asia,37.5665,126.978,1,2026-02-11,2,2,42,7,0,Winter,7.0,0,0,0,-0.5,0.8,-3.9142857142857146,0.6
Seoul,6.6,-4.0,0.6,2.3,-7.3,0.0,0.0,0.0,11.9,31.0,23,3,South Korea,Asia,37.5665,126.978,1,2026-02-12,2,3,43,7,0,Winter,10.6,0,0,0,1.1,1.7,-4.071428571428571,0.6
Seoul,8.4,-0.3,3.1,5.4,-3.3,0.0,0.0,0.0,10.5,28.1,75,3,South Korea,Asia,37.5665,126.978,1,2026-02-13,2,4,44,7,0,Winter,8.700000000000001,0,0,0,0.6,-6.7,-2.6714285714285717,0.6
Seoul,10.5,-0.4,4.3,7.9,-3.4,0.0,0.0,0.0,9.5,23.8,94,3,South Korea,Asia,37.5665,126.978,1,2026-02-14,2,5,45,7,1,Winter,10.9,0,0,0,3.1,-8.7,-0.8142857142857144,0.6
Seoul,9.3,-1.1,4.5,5.0,-5.7,0.0,0.0,0.0,15.7,39.2,66,3,South Korea,Asia,37.5665,126.978,1,2026-02-15,2,6,46,7,1,Winter,10.4,0,0,0,4.3,-9.1,1.1285714285714283,0.6
Seoul,5.9,-3.7,0.3,2.5,-7.6,0.0,0.0,0.0,10.0,24.5,56,3,South Korea,Asia,37.5665,126.978,1,2026-02-16,2,0,47,8,0,Winter,9.6,0,0,0,4.5,-5.2,1.914285714285714,0.6
Seoul,4.7,-4.9,-0.7,0.4,-8.5,0.0,0.0,0.0,12.8,34.6,6,2,South Korea,Asia,37.5665,126.978,1,2026-02-17,2,1,48,8,0,Winter,9.6,0,0,0,0.3,-0.5,1.8857142857142852,0.0
Seoul,4.9,-2.2,1.1,0.2,-5.8,0.0,0.0,0.0,14.7,38.2,0,0,South Korea,Asia,37.5665,126.978,1,2026-02-18,2,2,49,8,0,Winter,7.1000000000000005,0,0,0,-0.7,1.1,1.8857142857142857,0.0
Seoul,5.0,-4.2,-0.4,1.4,-7.6,0.0,0.0,0.0,10.8,29.9,0,0,South Korea,Asia,37.5665,126.978,1,2026-02-19,2,3,50,8,0,Winter,9.2,0,0,0,1.1,0.6,1.7428571428571429,0.0
Seoul,10.6,-2.5,3.1,7.2,-6.3,0.0,0.0,0.0,11.5,28.8,4,2,South Korea,Asia,37.5665,126.978,1,2026-02-20,2,4,51,8,0,Winter,13.1,0,0,0,-0.4,3.1,1.7428571428571429,0.0
Seoul,15.1,1.1,7.5,10.9,-2.2,0.0,0.0,0.0,18.9,43.6,27,3,South Korea,Asia,37.5665,126.978,1,2026-02-21,2,5,52,8,1,Winter,14.0,0,0,0,3.1,4.3,2.2,0.0
Seoul,10.8,0.1,6.9,7.4,-5.7,0.1,0.1,0.0,23.1,57.6,46,51,South Korea,Asia,37.5665,126.978,1,2026-02-22,2,6,53,8,1,Winter,10.7,0,0,0,7.5,4.5,2.5428571428571423,0.1
Seoul,4.4,-2.7,0.4,-0.8,-7.1,0.0,0.0,0.0,13.6,37.1,51,3,South Korea,Asia,37.5665,126.978,1,2026-02-23,2,0,54,9,0,Winter,7.1000000000000005,0,0,0,6.9,0.3,2.557142857142857,0.1
Seoul,3.8,-1.4,0.4,0.6,-5.4,1.3,0.0,0.91,6.6,15.8,76,73,South Korea,Asia,37.5665,126.978,1,2026-02-24,2,1,55,9,0,Winter,5.199999999999999,0,0,0,0.4,-0.7,2.714285714285714,1.4
Seoul,12.4,-1.7,4.3,9.7,-5.7,0.0,0.0,0.0,11.5,25.6,0,0,South Korea,Asia,37.5665,126.978,1,2026-02-25,2,2,56,9,0,Winter,14.1,0,0,0,0.4,1.1,3.1714285714285717,1.4
Seoul,10.9,-1.4,4.8,8.1,-5.0,0.0,0.0,0.0,8.7,18.0,75,3,South Korea,Asia,37.5665,126.978,1,2026-02-26,2,3,57,9,0,Winter,12.3,0,0,0,4.3,-0.4,3.914285714285714,1.4
Seoul,11.9,3.6,7.1,8.9,0.1,0.0,0.0,0.0,11.9,27.7,49,3,South Korea,Asia,37.5665,126.978,1,2026-02-27,2,4,58,9,0,Winter,8.3,0,0,0,4.8,3.1,4.485714285714285,1.4
Seoul,13.6,-0.4,6.2,11.3,-3.7,0.0,0.0,0.0,11.5,25.2,18,3,South Korea,Asia,37.5665,126.978,1,2026-02-28,2,5,59,9,1,Winter,14.0,0,0,0,7.1,7.5,4.3,1.4
Seoul,11.5,3.1,6.6,8.4,-0.2,0.5,0.5,0.0,13.7,29.2,98,51,South Korea,Asia,37.5665,126.978,1,2026-03-01,3,6,60,9,1,Spring,8.4,0,0,0,6.2,6.9,4.257142857142857,1.8
Seoul,5.3,1.5,3.7,1.5,-2.7,12.0,10.7,0.91,22.0,46.1,100,73,South Korea,Asia,37.5665,126.978,1,2026-03-02,3,0,61,10,0,Spring,3.8,0,0,0,6.6,0.4,4.728571428571429,13.8
Seoul,9.7,1.0,4.5,6.9,-2.4,1.4,1.1,0.21,12.8,29.2,85,71,South Korea,Asia,37.5665,126.978,1,2026-03-03,3,1,62,10,0,Spring,8.7,0,0,0,3.7,0.4,5.314285714285715,13.9
Seoul,9.9,-0.6,4.5,6.4,-3.7,0.0,0.0,0.0,11.8,32.4,27,3,South Korea,Asia,37.5665,126.978,1,2026-03-04,3,2,63,10,0,Spring,10.5,0,0,0,4.5,4.3,5.342857142857143,13.9
Seoul,11.1,-1.2,3.8,8.2,-4.3,11.8,5.2,4.62,10.5,20.2,79,75,South Korea,Asia,37.5665,126.978,1,2026-03-05,3,3,64,10,0,Spring,12.3,0,0,0,4.5,4.8,5.2,25.700000000000003
Seoul,4.0,-2.0,1.0,-0.9,-6.3,0.9,0.4,0.35,18.2,45.0,83,73,South Korea,Asia,37.5665,126.978,1,2026-03-06,3,4,65,10,0,Spring,6.0,0,0,0,3.8,7.1,4.328571428571428,26.6
Seoul,3.9,-4.1,-0.6,-0.0,-8.2,0.0,0.0,0.0,12.5,33.8,2,1,South Korea,Asia,37.5665,126.978,1,2026-03-07,3,5,66,10,1,Spring,8.0,0,0,0,1.0,6.2,3.3571428571428568,26.6
Seoul,4.9,-4.2,-0.2,1.6,-7.5,0.0,0.0,0.0,10.9,27.4,26,3,South Korea,Asia,37.5665,126.978,1,2026-03-08,3,6,67,10,1,Spring,9.1,0,0,0,-0.6,6.6,2.3857142857142857,26.1
Seoul,6.8,-0.9,2.7,1.9,-3.8,0.1,0.1,0.0,14.4,36.4,52,51,South Korea,Asia,37.5665,126.978,1,2026-03-09,3,0,68,11,0,Spring,7.7,0,0,0,-0.2,3.7,2.2428571428571424,14.2
Seoul,6.8,-2.8,1.5,4.2,-5.9,0.0,0.0,0.0,10.0,29.5,18,3,South Korea,Asia,37.5665,126.978,1,2026-03-10,3,1,69,11,0,Spring,9.6,0,0,0,2.7,4.5,1.8142857142857145,12.8
Seoul,7.9,-1.4,2.5,5.1,-4.4,0.0,0.0,0.0,10.8,27.4,48,3,South Korea,Asia,37.5665,126.978,1,2026-03-11,3,2,70,11,0,Spring,9.3,0,0,0,1.5,4.5,1.5285714285714285,12.8
Seoul,11.5,-1.1,4.8,8.8,-4.1,0.0,0.0,0.0,17.4,38.2,16,2,South Korea,Asia,37.5665,126.978,1,2026-03-12,3,3,71,11,0,Spring,12.6,0,0,0,2.5,3.8,1.6714285714285713,1.0
Seoul,10.6,0.3,5.3,7.3,-3.1,0.0,0.0,0.0,10.8,29.5,24,3,South Korea,Asia,37.5665,126.978,1,2026-03-13,3,4,72,11,0,Spring,10.3,0,0,0,4.8,1.0,2.2857142857142856,0.1
Seoul,11.2,2.3,5.6,8.8,-0.8,0.0,0.0,0.0,13.0,31.3,80,3,South Korea,Asia,37.5665,126.978,1,2026-03-14,3,5,73,11,1,Spring,8.899999999999999,0,0,0,5.3,-0.6,3.171428571428571,0.1
Seoul,9.6,2.4,5.2,6.5,-0.3,0.4,0.4,0.0,12.9,32.8,69,51,South Korea,Asia,37.5665,126.978,1,2026-03-15,3,6,74,11,1,Spring,7.199999999999999,0,0,0,5.6,-0.2,3.942857142857143,0.5
Seoul,11.4,-0.2,5.0,8.4,-3.0,0.0,0.0,0.0,7.7,19.8,75,3,South Korea,Asia,37.5665,126.978,1,2026-03-16,3,0,75,12,0,Spring,11.6,0,0,0,5.2,2.7,4.271428571428571,0.4
Seoul,12.4,-1.5,5.3,9.5,-4.5,0.0,0.0,0.0,5.4,18.0,13,3,South Korea,Asia,37.5665,126.978,1,2026-03-17,3,1,76,12,0,Spring,13.9,0,0,0,5.0,1.5,4.814285714285714,0.4
Seoul,8.8,3.4,5.1,5.6,-0.4,5.6,5.6,0.0,12.7,33.1,96,55,South Korea,Asia,37.5665,126.978,1,2026-03-18,3,2,77,12,0,Spring,5.4,0,0,0,5.3,2.5,5.185714285714285,6.0
Seoul,10.4,-1.1,4.1,7.2,-5.0,0.0,0.0,0.0,16.8,41.8,32,3,South Korea,Asia,37.5665,126.978,1,2026-03-19,3,3,78,12,0,Spring,11.5,0,0,0,5.1,4.8,5.0857142857142845,6.0
Seoul,11.5,-0.1,5.2,9.5,-3.0,0.0,0.0,0.0,14.1,35.3,14,3,South Korea,Asia,37.5665,126.978,1,2026-03-20,3,4,79,12,0,Spring,11.6,0,0,0,4.1,5.3,5.071428571428571,6.0
Seoul,12.5,-0.4,5.5,9.8,-3.3,0.0,0.0,0.0,9.7,28.4,20,3,South Korea,Asia,37.5665,126.978,1,2026-03-21,3,5,80,12,1,Spring,12.9,0,0,0,5.2,5.6,5.057142857142857,6.0
Seoul,15.6,2.0,7.6,13.7,-0.7,0.0,0.0,0.0,12.5,31.0,59,3,South Korea,Asia,37.5665,126.978,1,2026-03-22,3,6,81,12,1,Spring,13.6,0,0,0,5.5,5.2,5.4,5.6
Seoul,17.0,2.2,9.1,15.1,-0.6,0.0,0.0,0.0,8.3,20.9,56,3,South Korea,Asia,37.5665,126.978,1,2026-03-23,3,0,82,13,0,Spring,14.8,0,0,0,7.6,5.0,5.985714285714286,5.6
Seoul,16.0,5.2,10.3,13.7,1.9,0.0,0.0,0.0,11.2,31.0,93,3,South Korea,Asia,37.5665,126.978,1,2026-03-24,3,1,83,13,0,Spring,10.8,0,0,0,9.1,5.3,6.699999999999998,5.6
Seoul,17.9,6.0,10.9,15.7,3.9,0.0,0.0,0.0,13.7,33.5,38,3,South Korea,Asia,37.5665,126.978,1,2026-03-25,3,2,84,13,0,Spring,11.9,0,0,0,10.3,5.1,7.528571428571429,0.0
Seoul,17.5,4.8,10.1,16.0,2.9,0.0,0.0,0.0,12.5,33.1,11,2,South Korea,Asia,37.5665,126.978,1,2026-03-26,3,3,85,13,0,Spring,12.7,0,0,0,10.9,4.1,8.385714285714286,0.0
Seoul,16.8,4.8,9.8,15.7,2.8,0.0,0.0,0.0,11.6,31.3,8,2,South Korea,Asia,37.5665,126.978,1,2026-03-27,3,4,86,13,0,Spring,12.0,0,0,0,10.1,5.2,9.042857142857144,0.0
Seoul,18.4,4.7,10.1,16.5,3.1,0.0,0.0,0.0,9.6,25.9,23,3,South Korea,Asia,37.5665,126.978,1,2026-03-28,3,5,87,13,1,Spring,13.7,0,0,0,9.8,5.5,9.7,0.0
Seoul,18.6,5.1,11.3,16.2,2.5,0.0,0.0,0.0,11.2,28.8,90,3,South Korea,Asia,37.5665,126.978,1,2026-03-29,3,6,88,13,1,Spring,13.500000000000002,0,0,0,10.1,7.6,10.22857142857143,0.0
Seoul,18.3,8.9,12.9,16.6,6.3,1.3,1.3,0.0,7.8,16.9,100,53,South Korea,Asia,37.5665,126.978,1,2026-03-30,3,0,89,14,0,Spring,9.4,0,0,0,11.3,9.1,10.771428571428572,1.3
